RXCUI,GN,NDC,SUPPRESS
991044,chlorpromazine,00527296443,N
991044,chlorpromazine,00832030310,N
991194,chlorpromazine,50268016315,N
991194,chlorpromazine,63304014310,N
991194,promazine,63304014310,N
991194,chlorpromazine,70771150704,N
991336,promazine,16714004901,N
991336,chlorpromazine,51407043601,N
991336,promazine,70710113101,N
1297278,lurasidone,62332049891,N
991336,chlorpromazine,00832030201,N
991336,promazine,70518001601,N
1235247,lurasidone,62332049490,N
1298816,molindone,64720022910,N
991039,promazine,50268016215,N
991188,chlorpromazine,00527296543,N
991336,chlorpromazine,50268016411,N
991336,promazine,51079013020,N
991336,chlorpromazine,70710113101,N
1006801,clozapine,00093537619,N
1040041,lurasidone,62332049710,N
1116450,promazine,11695007205,N
1116450,acepromazine,11695009401,N
1116450,acepromazine,11695009405,N
1235247,lurasidone,62332049430,N
991194,promazine,00832030110,N
1235247,lurasidone,62332049491,N
859841,fluphenazine,68084095025,N
1606337,asenapine,51991092811,N
1606337,asenapine,51991092899,N
1719803,haloperidol,00143929501,N
1719803,haloperidol,00703702101,N
1719803,haloperidol decanoate,00703713101,N
1719803,haloperidol decanoate,63323047101,N
1719803,haloperidol,70069003101,N
1719862,haloperidol decanoate,00703712101,N
1719862,haloperidol decanoate,68083013701,N
1719862,haloperidol,72785000409,N
1730076,promazine,55150031825,N
1730078,promazine,55150031925,N
2102949,perazine,65145011901,N
1730076,promazine,00641139731,N
1730078,chlorpromazine,55150031901,N
1719803,haloperidol,63323047101,N
1436149,perazine,86131030008,N
141935,haloperidol,54838050115,N
197535,clozapine,51079092220,N
197535,clozapine,51407008601,N
197754,haloperidol,00904666104,N
197754,haloperidol,68084025021,N
197754,haloperidol,68382008101,N
198075,perphenazine,00378535393,N
198076,perphenazine,00781104613,N
198076,perphenazine,53808112401,N
198078,perphenazine,00781104810,N
197536,clozapine,51862027105,N
197536,clozapine,60687040411,N
197754,haloperidol,68084025011,N
198075,perphenazine,68084084225,N
198075,perphenazine,70771104401,N
198077,perphenazine,00378535105,N
198077,perphenazine,52536016401,N
198077,perphenazine,68084060201,N
198159,prochlorperazine,52959035506,N
197754,haloperidol,58657070501,N
198076,perphenazine,70518177000,N
198076,perphenazine,70771104102,N
198077,perphenazine,00603506128,N
198159,prochlorperazine,55887022004,N
198270,thioridazine,51079058020,N
198274,thioridazine,51079056620,N
198274,thioridazine,53489014901,N
198322,trifluoperazine,00781103001,N
198322,perazine,00832049411,N
198324,perazine,00832049511,N
198365,prochlorperazine,55154509400,N
198365,perazine,63187025160,N
198365,prochlorperazine,63629133502,N
198365,prochlorperazine,71335054305,N
200034,olanzapine,55154589600,N
200034,olanzapine,62756055188,N
204416,haloperidol,63323047410,N
283639,olanzapine,14445011100,N
283639,olanzapine,70771142101,N
198159,prochlorperazine,66267017602,N
198324,trifluoperazine,51079057320,N
198365,prochlorperazine,55887061920,N
198365,perazine,70518162000,N
199387,risperidone,65162067384,N
200034,olanzapine,68084052501,N
200034,olanzapine,71335176004,N
200034,olanzapine,70771141606,N
197536,clozapine,00093435905,N
197536,clozapine,57664034513,N
198076,perphenazine,00781804601,N
198077,perphenazine,68382059205,N
198078,perphenazine,68084060711,N
198365,perazine,00555052204,N
198077,perphenazine,70518310600,N
198324,trifluoperazine,00781803201,N
198365,perazine,52959047612,N
198365,perazine,52959047660,N
198365,prochlorperazine,55289022412,N
198365,perazine,55887061904,N
198365,prochlorperazine,59746011506,N
198365,perazine,67296023801,N
199387,risperidone,17856067302,N
200034,olanzapine,67877017233,N
200034,olanzapine,71335116804,N
204416,haloperidol,00143950201,N
283639,olanzapine,00093510505,N
283639,olanzapine,68382036977,N
283639,olanzapine,52343004330,N
198270,thioridazine,53489050006,N
198323,perazine,70518196000,N
198325,trifluoperazine,51079057420,N
198365,perazine,68788762806,N
204416,haloperidol,70518077601,N
283639,olanzapine,67184056602,N
283639,olanzapine,65862056610,N
283639,olanzapine,60505314000,N
198365,prochlorperazine,71335054303,N
198365,prochlorperazine,71335095204,N
200034,olanzapine,52343003899,N
198365,perazine,71335054304,N
198365,perazine,71335054307,N
309374,clozapine,00093440570,N
309374,clozapine,00904708861,N
309374,clozapine,51862027405,N
309374,clozapine,57664021188,N
310671,haloperidol,00832152011,N
310672,haloperidol,17856073001,N
311385,loxapine,51079090220,N
312077,olanzapine,66993046430,N
309374,clozapine,65862084705,N
310671,haloperidol,70518224800,N
310672,haloperidol,55154505900,N
310671,haloperidol,00378025701,N
311385,loxapine,35573043802,N
312076,olanzapine,49884032155,N
312077,olanzapine,00093577101,N
312077,olanzapine,00093577110,N
312077,olanzapine,50268061315,N
312077,olanzapine,68382036877,N
312078,olanzapine,00093576856,N
312078,olanzapine,66993046130,N
312079,olanzapine,60505311208,N
312832,risperidone,50458059460,N
312076,olanzapine,00093524665,N
312076,olanzapine,13668008830,N
312077,olanzapine,65862056530,N
312077,olanzapine,68084052811,N
312077,olanzapine,68382036806,N
312077,olanzapine,71205048760,N
312076,olanzapine,13668008874,N
312078,olanzapine,13668016710,N
312078,olanzapine,50268061011,N
312078,olanzapine,58118038108,N
312078,olanzapine,67184056203,N
312078,olanzapine,68382036514,N
312078,olanzapine,70771141704,N
312079,olanzapine,65862056399,N
312079,olanzapine,68382036614,N
312078,olanzapine,33342006811,N
312635,perazine,58864070201,N
312635,perazine,63187050260,N
312635,prochlorperazine,63187050290,N
312635,perazine,63187087760,N
312635,perazine,63629184103,N
312743,quetiapine,55111018605,N
312743,quetiapine,55700090330,N
312743,quetiapine,60505313301,N
312743,quetiapine,63629477602,N
312743,quetiapine,67046063221,N
312743,quetiapine,67046063620,N
312743,quetiapine,67046063621,N
312743,quetiapine,67296158201,N
312743,quetiapine,68788741201,N
312744,quetiapine,00054022031,N
312744,quetiapine,13668014805,N
312744,quetiapine,43353015330,N
312744,quetiapine,50268063011,N
312744,quetiapine,60505313008,N
312744,quetiapine,68180044511,N
312745,quetiapine,00615811939,N
312745,quetiapine,33342010409,N
312745,quetiapine,60687037101,N
312828,risperidone,00615819605,N
312828,risperidone,13668003560,N
312828,risperidone,65841066516,N
312830,risperidone,68382011406,N
312831,risperidone,13668003805,N
312831,risperidone,55700001714,N
313354,thioridazine,53489014801,N
313362,thiothixene,70954001420,N
313778,ziprasidone,70518236600,N
314154,olanzapine,43598016630,N
349490,aripiprazole,67877043338,N
349547,aripiprazole,65162090211,N
351223,ziprasidone,68083034001,N
312077,olanzapine,33342007111,N
312078,olanzapine,63187084490,N
312079,olanzapine,66993046230,N
312635,prochlorperazine,50090224200,N
312635,prochlorperazine,66267027130,N
312635,perazine,67296072701,N
312743,quetiapine,43353081816,N
312743,quetiapine,47335090483,N
312743,quetiapine,55111018678,N
312743,quetiapine,63629477605,N
312743,quetiapine,67046063220,N
312743,quetiapine,67046063260,N
312744,quetiapine,00904663861,N
312744,quetiapine,46708013431,N
312744,quetiapine,71335156201,N
312744,quetiapine,71610014053,N
312743,quetiapine,71610013630,N
312743,quetiapine,71610013653,N
312744,quetiapine,68788718501,N
312745,quetiapine,43353095518,N
312745,quetiapine,51407007005,N
312745,quetiapine,60687037111,N
312745,quetiapine,67046063830,N
312745,quetiapine,68001018300,N
312828,risperidone,68382011216,N
312829,risperidone,52959021960,N
312829,risperidone,71335013001,N
312830,risperidone,43353043245,N
312830,risperidone,50268069611,N
312830,risperidone,51079046230,N
312830,risperidone,55154141300,N
312830,risperidone,60505258600,N
312830,risperidone,71335062602,N
312830,risperidone,71610014530,N
312831,risperidone,00378351205,N
312831,risperidone,13668003874,N
312831,risperidone,63629335501,N
312831,risperidone,65841066801,N
312831,risperidone,70518157400,N
312832,risperidone,13668003960,N
312832,risperidone,27241000506,N
313354,thioridazine,53489014810,N
313362,thiothixene,00378100101,N
313366,thiothixene,51079058820,N
313776,ziprasidone,55111025705,N
313777,ziprasidone,71335058502,N
313778,ziprasidone,33342014712,N
313778,ziprasidone,50268081412,N
313778,ziprasidone,55111025960,N
314034,haloperidol,00781139313,N
314154,olanzapine,65862056410,N
314154,olanzapine,67184056401,N
314154,olanzapine,68382036710,N
314192,perazine,14789070002,N
314192,perazine,23155049742,N
314192,perazine,67457064000,N
314211,risperidone,43353041230,N
314286,ziprasidone,68001013606,N
314286,ziprasidone,70518294001,N
317174,quetiapine,33342010315,N
349545,aripiprazole,13811068130,N
349545,aripiprazole,43598096730,N
349553,aripiprazole,71335168701,N
351107,olanzapine,00093524719,N
351107,olanzapine,13668008974,N
401953,risperidone,63304095011,N
402131,aripiprazole,62332009860,N
429212,clozapine,00093440405,N
602964,aripiprazole,68788707603,N
616483,quetiapine,13668015374,N
616483,quetiapine,67877024810,N
616483,quetiapine,68180045001,N
616487,quetiapine,16729014617,N
616487,quetiapine,55700015630,N
721794,quetiapine,71399300006,N
721796,quetiapine,65862087701,N
848748,iloperidone,51672418204,N
314035,haloperidol,70518159902,N
314078,loxapine,64850089101,N
314154,olanzapine,13668016901,N
314154,olanzapine,69543038330,N
314155,olanzapine,63629223701,N
314192,perazine,23155029442,N
314286,ziprasidone,68180033107,N
314286,ziprasidone,68382023730,N
314286,ziprasidone,70518183500,N
317174,quetiapine,67877024633,N
349545,aripiprazole,50090493600,N
349545,aripiprazole,63629700301,N
349545,aripiprazole,70771145306,N
349547,aripiprazole,13668022190,N
349547,aripiprazole,43353014805,N
349547,aripiprazole,43353014815,N
349547,aripiprazole,65862066601,N
349553,aripiprazole,43598096905,N
401953,risperidone,55111020879,N
429212,clozapine,57664024188,N
616487,quetiapine,71335135302,N
672571,paliperidone,00591369510,N
616483,quetiapine,60505313908,N
853201,quetiapine,16729013212,N
312829,risperidone,50458059110,N
312829,risperidone,68084027111,N
312831,risperidone,71610026430,N
313361,thiothixene,70954001740,N
313777,ziprasidone,00904627108,N
313778,ziprasidone,60505253103,N
313778,ziprasidone,68788764003,N
317174,quetiapine,55700008490,N
317174,quetiapine,67046063721,N
349545,aripiprazole,31722082730,N
349553,aripiprazole,68788706301,N
401953,risperidone,59746002032,N
602964,aripiprazole,33342012207,N
602964,aripiprazole,71335168202,N
616483,quetiapine,16729015001,N
616487,quetiapine,65862049001,N
616487,quetiapine,67046036130,N
721791,quetiapine,68180061407,N
853201,quetiapine,00406118060,N
314155,olanzapine,66993068651,N
314192,perazine,70860077802,N
317174,quetiapine,43353081416,N
349490,aripiprazole,46708025730,N
349545,aripiprazole,50228033030,N
349545,aripiprazole,63629700302,N
349547,aripiprazole,50228032910,N
349553,aripiprazole,13668022001,N
349553,aripiprazole,60505267608,N
401954,risperidone,51079034601,N
602964,aripiprazole,46708025431,N
602964,aripiprazole,46708025471,N
616483,quetiapine,68788719508,N
616698,risperidone,59746004022,N
616698,risperidone,63304064317,N
602964,aripiprazole,33342012212,N
312830,risperidone,70518036400,N
401954,risperidone,00781531208,N
402131,aripiprazole,62332009831,N
616483,quetiapine,65862049505,N
312078,olanzapine,42292001320,N
312078,olanzapine,65862056210,N
312078,olanzapine,70518011000,N
312635,prochlorperazine,00440819012,N
312743,quetiapine,47335090488,N
312743,quetiapine,55111018660,N
312743,quetiapine,68084053211,N
312745,quetiapine,68084053411,N
312829,risperidone,27241000350,N
312830,risperidone,43063090830,N
349545,aripiprazole,65162089850,N
403971,olanzapine,00781219431,N
311385,loxapine,70518034702,N
312078,olanzapine,71335053401,N
312635,prochlorperazine,42291072801,N
312635,perazine,51079054101,N
312635,perazine,67296057701,N
312635,prochlorperazine,67296140505,N
312743,quetiapine,67046063630,N
312744,quetiapine,00054022025,N
312744,quetiapine,00378101101,N
312744,quetiapine,16729014501,N
312744,quetiapine,63629493902,N
312744,quetiapine,68071416103,N
312744,quetiapine,68180044503,N
312745,quetiapine,16714045601,N
312745,quetiapine,46708013860,N
312745,quetiapine,55111019001,N
312745,quetiapine,71335077202,N
312828,risperidone,55700008260,N
312828,risperidone,65841066501,N
312828,risperidone,68382011210,N
312829,risperidone,13668003601,N
312829,risperidone,13668003674,N
312830,risperidone,13668003701,N
312830,risperidone,55111020305,N
312830,risperidone,71335037901,N
312830,risperidone,71335062604,N
312831,risperidone,65862012260,N
312831,risperidone,68382011506,N
312832,risperidone,65862012360,N
313361,thiothixene,70954001720,N
313776,ziprasidone,55111025790,N
313777,ziprasidone,60505253003,N
313777,ziprasidone,72578002214,N
313778,ziprasidone,65862070510,N
314034,haloperidol,00781139310,N
314034,haloperidol,50090440000,N
314035,haloperidol,00781139701,N
314154,olanzapine,00904637601,N
314154,olanzapine,33342007044,N
314154,olanzapine,43598016660,N
314192,perazine,23155029431,N
314192,prochlorperazine,67457064000,N
314211,risperidone,27241000650,N
314286,ziprasidone,63629815002,N
317174,quetiapine,16729014801,N
317174,quetiapine,33342010344,N
317174,quetiapine,67046063714,N
317174,quetiapine,68180044803,N
317174,quetiapine,71335136204,N
349490,aripiprazole,31722082832,N
349490,aripiprazole,62332010031,N
349545,aripiprazole,27241005308,N
349545,aripiprazole,50090307300,N
349545,aripiprazole,65862066310,N
349545,aripiprazole,70518282001,N
349547,aripiprazole,70518297400,N
349553,aripiprazole,16729028201,N
349553,aripiprazole,43353014005,N
349553,aripiprazole,67877043401,N
401954,risperidone,50458060328,N
402131,aripiprazole,63629699901,N
402131,aripiprazole,65162089709,N
485968,olanzapine,00517095501,N
616483,quetiapine,50090547300,N
616487,quetiapine,63187021960,N
616698,risperidone,49884040291,N
616705,risperidone,00378604728,N
643022,aripiprazole,43598073430,N
643027,aripiprazole,70771143401,N
312831,risperidone,51991031906,N
312831,risperidone,70518310400,N
313778,ziprasidone,64679099403,N
314034,haloperidol,63874049301,N
314154,olanzapine,70771141906,N
314192,perazine,23155052341,N
317174,quetiapine,43353081430,N
349545,aripiprazole,68382008316,N
351108,olanzapine,00093524865,N
389201,quetiapine,65862049201,N
401954,risperidone,49884040191,N
402131,aripiprazole,46708025530,N
402131,aripiprazole,70518251501,N
402131,aripiprazole,70518282502,N
602964,aripiprazole,68788707606,N
721796,quetiapine,50742063930,N
314154,olanzapine,13668016930,N
402131,aripiprazole,76282004530,N
312744,quetiapine,70518245400,N
312744,quetiapine,68084053001,N
312745,quetiapine,13668015260,N
312828,risperidone,00615819630,N
312831,risperidone,65841066810,N
312832,risperidone,13668003956,N
312832,risperidone,50268069815,N
312832,risperidone,51079046456,N
313361,thiothixene,00378501001,N
313364,thiothixene,70518254401,N
313776,ziprasidone,51079035216,N
313777,ziprasidone,63629710402,N
313777,ziprasidone,70771118108,N
313778,ziprasidone,50268081411,N
313778,ziprasidone,70771118005,N
314034,haloperidol,51079073501,N
314035,haloperidol,00904673361,N
314154,olanzapine,65862056499,N
314211,risperidone,65841067014,N
317174,quetiapine,70518097500,N
317174,quetiapine,71610012830,N
349545,aripiprazole,67877043232,N
349545,aripiprazole,70518276500,N
349547,aripiprazole,00904651404,N
349547,aripiprazole,13811068410,N
349547,aripiprazole,48433012010,N
349553,aripiprazole,50268009112,N
349553,aripiprazole,68382008510,N
349553,aripiprazole,70771145507,N
351108,olanzapine,65862065910,N
389201,quetiapine,55111018879,N
402131,aripiprazole,33342012312,N
403825,risperidone,59746001022,N
485496,aripiprazole,17856011001,N
602964,aripiprazole,48433011510,N
602964,aripiprazole,65862066130,N
616483,quetiapine,00904664361,N
616487,quetiapine,68084053101,N
721796,quetiapine,50228038430,N
312832,risperidone,65841066905,N
313776,ziprasidone,63187043160,N
313777,ziprasidone,16714083701,N
313778,ziprasidone,59762200401,N
314154,olanzapine,50268061211,N
314155,olanzapine,51407026130,N
314192,prochlorperazine,67457064002,N
317174,quetiapine,13668015101,N
317174,quetiapine,46708013730,N
317174,quetiapine,47335090518,N
317174,quetiapine,60505313500,N
317174,quetiapine,65862049310,N
349490,aripiprazole,70518256701,N
349490,aripiprazole,70771145406,N
349545,aripiprazole,76282004601,N
349547,aripiprazole,62332010231,N
349547,aripiprazole,70518256500,N
349553,aripiprazole,16729028216,N
349553,aripiprazole,48433011910,N
351107,olanzapine,50268061713,N
351108,olanzapine,00378551393,N
351108,olanzapine,33342008611,N
401953,risperidone,68382015506,N
402131,aripiprazole,43547030310,N
402131,aripiprazole,68788716209,N
402131,aripiprazole,68788774909,N
403825,risperidone,63629228401,N
602964,aripiprazole,43598096505,N
602964,aripiprazole,68788707602,N
616483,quetiapine,51407007101,N
616483,quetiapine,63629711604,N
616487,quetiapine,70518022900,N
616487,quetiapine,70518290100,N
616705,risperidone,00781531406,N
643022,aripiprazole,68382008814,N
645037,risperidone,49884021252,N
721794,quetiapine,63629248101,N
853201,quetiapine,50742063530,N
402131,aripiprazole,60505267303,N
602964,aripiprazole,65162089603,N
616698,risperidone,63304064369,N
312831,risperidone,51079046356,N
314075,loxapine,10135058801,N
616483,quetiapine,71205003190,N
721796,quetiapine,10135065960,N
313778,ziprasidone,33342014709,N
314078,loxapine,70518168100,N
317174,quetiapine,71205040160,N
602964,aripiprazole,46708025491,N
616483,quetiapine,47335090761,N
672567,paliperidone,00591369330,N
672567,paliperidone,47335076588,N
672571,paliperidone,00378398193,N
672571,paliperidone,42292005505,N
721791,quetiapine,70518264600,N
721796,quetiapine,50228038460,N
672569,paliperidone,43975035103,N
643022,aripiprazole,68382008819,N
313776,ziprasidone,00904627008,N
313778,ziprasidone,72578002314,N
314211,risperidone,70518296900,N
349545,aripiprazole,13668021801,N
349547,aripiprazole,68382008616,N
351108,olanzapine,00093524819,N
312829,risperidone,65841066601,N
313776,ziprasidone,60505252908,N
314035,haloperidol,58657070410,N
314286,ziprasidone,60505252806,N
314286,ziprasidone,70518183502,N
721791,quetiapine,50742063760,N
312743,quetiapine,00904664061,N
312829,risperidone,43547034050,N
314211,risperidone,71610024645,N
317174,quetiapine,71335151903,N
349545,aripiprazole,50228047710,N
403972,olanzapine,49884025111,N
476177,clozapine,00378381501,N
721791,quetiapine,52817016260,N
313777,ziprasidone,70518295401,N
313777,ziprasidone,70771118106,N
317174,quetiapine,43353016115,N
349547,aripiprazole,13668022101,N
349553,aripiprazole,13668022074,N
351107,olanzapine,60687020811,N
602964,aripiprazole,31722081930,N
317174,quetiapine,68180044811,N
602964,aripiprazole,16714014101,N
602964,aripiprazole,16714078301,N
349490,aripiprazole,65162089950,N
616483,quetiapine,71610053887,N
402131,aripiprazole,62332009871,N
349553,aripiprazole,70771145503,N
312745,quetiapine,68001018306,N
859824,fluphenazine,00143952901,N
859824,fluphenazine,42023012901,N
859824,fluphenazine decanoate,55150026705,N
859841,fluphenazine,68084095001,N
859867,haloperidol decanoate,68083013702,N
859871,haloperidol decanoate,63323047105,N
859867,haloperidol,00703712301,N
859981,asenapine,46708019860,N
859975,asenapine,59762288806,N
865117,fluphenazine,00378600405,N
859867,haloperidol,63323046905,N
859871,haloperidol decanoate,63323047155,N
859871,haloperidol,70710146405,N
859867,haloperidol,72785000505,N
859871,haloperidol decanoate,00703713301,N
859871,haloperidol,70518180900,N
859975,asenapine,51991036060,N
859975,asenapine,62332019910,N
895670,quetiapine,63629247901,N
991039,promazine,68462086110,N
991188,chlorpromazine,50268016611,N
991194,chlorpromazine,70710113004,N
991194,chlorpromazine,50268016311,N
859867,haloperidol decanoate,70069038205,N
859981,asenapine,59762201206,N
865117,fluphenazine,60219167801,N
865117,fluphenazine,70954027310,N
865123,fluphenazine,51079048620,N
865123,fluphenazine,58864080240,N
895670,quetiapine,16729010912,N
895670,quetiapine,50742063610,N
895670,quetiapine,50742063690,N
895670,quetiapine,65862087401,N
895670,quetiapine,71093013602,N
895670,quetiapine,68180061301,N
991039,promazine,16714004701,N
991039,promazine,63304018510,N
991039,promazine,69238105401,N
991039,promazine,70710112902,N
991039,promazine,70771150604,N
991044,promazine,00904689561,N
991044,chlorpromazine,16714005001,N
991044,chlorpromazine,50090286500,N
991044,chlorpromazine,50268016511,N
991044,chlorpromazine,70710113202,N
991188,chlorpromazine,00832030489,N
991194,chlorpromazine,00832030101,N
991194,chlorpromazine,00904689361,N
991194,promazine,70518160800,N
991194,promazine,70771150704,N
991336,promazine,00527296337,N
991336,promazine,00832030210,N
991336,promazine,53808110401,N
991336,promazine,60687044111,N
991336,chlorpromazine,70518001600,N
1040041,lurasidone,62332049791,N
1116448,acepromazine,11695008601,N
1116450,promazine,11695007201,N
1116450,acepromazine,13985058225,N
1116450,acepromazine,13985058250,N
1116450,promazine,13985058250,N
1298906,molindone,64720023010,N
991188,promazine,00832030401,N
991188,chlorpromazine,51079051720,N
991188,chlorpromazine,70710113301,N
991194,promazine,00781591401,N
991194,chlorpromazine,51407043501,N
991336,promazine,00781171701,N
996921,clozapine,00093537701,N
1116448,promazine,13985058310,N
866103,paliperidone,10147095103,N
895670,quetiapine,65862087405,N
991044,promazine,60687045201,N
991188,promazine,63304008301,N
991194,chlorpromazine,70710113001,N
991336,promazine,00832030289,N
991336,promazine,70710113102,N
991336,chlorpromazine,70710113102,N
1297278,lurasidone,62332049890,N
991336,chlorpromazine,00781171701,N
991336,chlorpromazine,70518001601,N
1040031,lurasidone,62332049590,N
1235247,lurasidone,62332049410,N
1298910,molindone,64720022810,N
991336,promazine,68462086310,N
991336,promazine,69238105801,N
996921,clozapine,00093537784,N
991336,promazine,50268016415,N
991336,chlorpromazine,50268016415,N
859867,haloperidol decanoate,67457038258,N
991194,chlorpromazine,50090279100,N
1606337,asenapine,51991092817,N
1719646,haloperidol,63323047401,N
1719646,haloperidol,52584042600,N
1719803,haloperidol decanoate,00703702103,N
1719803,haloperidol,68083013810,N
1719803,haloperidol decanoate,70069003101,N
1719803,haloperidol,70069003105,N
1719803,haloperidol decanoate,70710146301,N
1719862,haloperidol,68083013701,N
1719862,haloperidol decanoate,72785000406,N
1719646,haloperidol,70518105301,N
1719862,haloperidol decanoate,70518252001,N
1730078,chlorpromazine,00641139835,N
1730076,promazine,00641139735,N
1719862,haloperidol,70069003005,N
1730078,promazine,00641139831,N
2102949,perazine,65145011925,N
1719862,haloperidol,67457041000,N
1719803,haloperidol,70710146301,N
1719803,haloperidol decanoate,67457040900,N
1719862,haloperidol decanoate,63323046901,N
1730076,promazine,52584039731,N
1876502,haloperidol,51991093317,N
2102949,prochlorperazine,43066009001,N
1431235,lurasidone,62332049630,N
197535,clozapine,00904708761,N
197536,clozapine,65862084405,N
197754,haloperidol,58657070510,N
198075,perphenazine,70518110900,N
198076,perphenazine,00603506021,N
198077,perphenazine,68382059230,N
198078,perphenazine,52959094060,N
141935,haloperidol,00093960423,N
197535,clozapine,00378086005,N
197535,clozapine,51862027305,N
197754,haloperidol,65841062801,N
198075,perphenazine,68084084211,N
198075,perphenazine,68382059430,N
198075,perphenazine,70518073101,N
198159,perazine,00713013512,N
198270,thioridazine,53489050060,N
198275,thioridazine,51079056720,N
198325,trifluoperazine,00832049611,N
198365,prochlorperazine,52959047630,N
198075,perphenazine,70771104402,N
198075,perphenazine,70771104405,N
198077,perphenazine,68084060211,N
198077,perphenazine,70771104204,N
198077,perphenazine,70771104205,N
198078,perphenazine,35356009660,N
198103,pimozide,49884034801,N
198275,thioridazine,00378061601,N
198323,trifluoperazine,51079057501,N
198325,perazine,00378240501,N
198365,perazine,00781502101,N
198365,prochlorperazine,42291072901,N
198365,perazine,43063074206,N
198365,perazine,55289022420,N
198365,prochlorperazine,67296023801,N
198365,prochlorperazine,67296023802,N
198365,perazine,68788762803,N
200034,olanzapine,68382036401,N
283639,olanzapine,00615824639,N
283639,olanzapine,60505314008,N
283639,olanzapine,65862056630,N
198365,prochlorperazine,55289022410,N
199387,risperidone,23155031751,N
200034,olanzapine,13668016630,N
200034,olanzapine,33342006711,N
200034,olanzapine,62756055183,N
200034,olanzapine,71335116802,N
282485,droperidol,00409118711,N
283639,olanzapine,65862056699,N
283639,olanzapine,70771142100,N
197754,haloperidol,50268039315,N
198075,perphenazine,70518110901,N
198076,perphenazine,52536016201,N
198077,perphenazine,70518112500,N
197535,clozapine,60687041501,N
197754,haloperidol,50268039311,N
198076,perphenazine,68382059105,N
198078,perphenazine,00904660161,N
198274,thioridazine,53489014910,N
198322,trifluoperazine,51079057201,N
198323,perazine,00781103601,N
198365,prochlorperazine,35356067230,N
198365,perazine,68788762802,N
198365,perazine,71335054308,N
198365,perazine,71335095208,N
199387,risperidone,17856006306,N
199387,risperidone,50458059601,N
200034,olanzapine,66993046030,N
204416,haloperidol,25021082310,N
283639,olanzapine,33342007215,N
283639,olanzapine,42292001601,N
283639,olanzapine,70771142103,N
198365,perazine,52959047615,N
198365,prochlorperazine,55154434200,N
200034,olanzapine,71335176003,N
198365,prochlorperazine,63629133503,N
200034,olanzapine,13668016601,N
200034,olanzapine,70518153500,N
200034,olanzapine,70771141601,N
198365,prochlorperazine,33358030030,N
198365,prochlorperazine,63187025115,N
200034,olanzapine,69807201101,N
283639,olanzapine,68382036901,N
200034,olanzapine,70771141604,N
198365,perazine,71335095203,N
283639,olanzapine,65862056605,N
198322,trifluoperazine,35356082330,N
198365,perazine,59746011506,N
198365,prochlorperazine,63629133505,N
200034,olanzapine,68382036430,N
309374,clozapine,60687042611,N
309374,clozapine,65862084701,N
310670,haloperidol,51079073320,N
310671,haloperidol,51079073401,N
310671,haloperidol,58657070110,N
310671,haloperidol,43063055130,N
310672,haloperidol,63187084230,N
312077,olanzapine,33342007112,N
310672,haloperidol,00904592561,N
310672,haloperidol,58657070310,N
310672,haloperidol,63187084290,N
312076,olanzapine,49884032152,N
312077,olanzapine,62756055583,N
312077,olanzapine,70771142001,N
312077,olanzapine,71205048730,N
312078,olanzapine,68084072301,N
312078,olanzapine,70518289100,N
312079,olanzapine,00093576956,N
311385,loxapine,00527139601,N
311385,loxapine,00527139610,N
312076,olanzapine,66993046730,N
312077,olanzapine,60505311408,N
312077,olanzapine,68382036830,N
312077,olanzapine,69543038430,N
312077,olanzapine,70518150100,N
312078,olanzapine,50090404000,N
312078,olanzapine,53002150503,N
312078,olanzapine,55700010814,N
312078,olanzapine,63187084460,N
312078,olanzapine,67184056206,N
312078,olanzapine,68084072311,N
312078,olanzapine,68382036577,N
312078,olanzapine,70518031400,N
312079,olanzapine,33342006907,N
312079,olanzapine,43598016501,N
312079,olanzapine,68382036610,N
312079,olanzapine,70771141804,N
312079,olanzapine,43598016530,N
312635,perazine,10135036701,N
312635,perazine,33358029920,N
312635,perazine,50090011005,N
312635,prochlorperazine,52959051115,N
312635,prochlorperazine,58864070201,N
312635,prochlorperazine,61919065330,N
312635,prochlorperazine,63629184101,N
312635,perazine,63629184106,N
312743,quetiapine,00615798839,N
312743,quetiapine,16714045402,N
312743,quetiapine,55154789400,N
312743,quetiapine,60687034911,N
312743,quetiapine,63187026930,N
312743,quetiapine,68788741203,N
312743,quetiapine,71610013616,N
312744,quetiapine,47335090261,N
312744,quetiapine,51407006601,N
312744,quetiapine,55111024905,N
312744,quetiapine,65862048910,N
312743,quetiapine,55111018679,N
312745,quetiapine,47335090661,N
312745,quetiapine,71205002660,N
312829,risperidone,63629450402,N
312829,risperidone,68084027101,N
312830,risperidone,00378351105,N
312830,risperidone,00615819839,N
312830,risperidone,43063025430,N
312830,risperidone,71335037904,N
312831,risperidone,13107012260,N
312831,risperidone,55700001730,N
312831,risperidone,55700001790,N
312831,risperidone,70518097800,N
313362,thiothixene,51407027501,N
313776,ziprasidone,65862070399,N
313778,ziprasidone,70518304801,N
349547,aripiprazole,70771145603,N
312077,olanzapine,00093577156,N
312077,olanzapine,00378552291,N
312077,olanzapine,14445011000,N
312078,olanzapine,33342006844,N
312079,olanzapine,70771141802,N
312635,prochlorperazine,63187087715,N
312635,prochlorperazine,63629184104,N
312743,quetiapine,13668015001,N
312743,quetiapine,43353015553,N
312743,quetiapine,60505313308,N
312743,quetiapine,67046063214,N
312743,quetiapine,67046063615,N
312743,quetiapine,67877025038,N
312743,quetiapine,68180044701,N
312743,quetiapine,71335146204,N
312743,quetiapine,71335146206,N
