Name,RxCUI,Rx_Norm_Drug_Class,Drug_Class
Osmotic 24 HR Nifedipine 60 MG Extended Release Oral Tablet,1812013,CCB,CCB
Osmotic 24 HR Nifedipine 90 MG Extended Release Oral Tablet,1812015,CCB,CCB
Amlodipine 2.5 MG / benazepril 5 MG Oral Capsule,248267,CCB_ACE_combo,CCB_ACE
Amlodipine / benazepril Oral Capsule,371002,CCB_ACE_combo,CCB_ACE
Diltiazem / Enalapril Extended Release Tablet,372008,CCB_ACE_combo,CCB_ACE
Enalapril / Felodipine Extended Release Tablet,372009,CCB_ACE_combo,CCB_ACE
trandolapril / Verapamil Extended Release Tablet,374178,CCB_ACE_combo,CCB_ACE
trandolapril / Verapamil Extended Release Capsule,379582,CCB_ACE_combo,CCB_ACE
Felodipine 2.5 MG / Ramipril 2.5 MG Oral Tablet,389180,CCB_ACE_combo,CCB_ACE
Felodipine 5 MG / Ramipril 5 MG Oral Tablet,389181,CCB_ACE_combo,CCB_ACE
Felodipine / Ramipril Oral Tablet,393440,CCB_ACE_combo,CCB_ACE
Diltiazem 180 MG / Enalapril 5 MG Oral Capsule,410743,CCB_ACE_combo,CCB_ACE
24 HR trandolapril 2 MG / Verapamil hydrochloride 180 MG Extended Release Oral Capsule,411759,CCB_ACE_combo,CCB_ACE
trandolapril 1 MG / Verapamil 180 MG Extended Release Tablet,431825,CCB_ACE_combo,CCB_ACE
Diltiazem / Enalapril Oral Capsule,439270,CCB_ACE_combo,CCB_ACE
Diltiazem Hydrochloride 180 MG / Enalapril Maleate 5 MG Extended Release Tablet,833237,CCB_ACE_combo,CCB_ACE
Diltiazem Hydrochloride 180 MG / Enalapril Maleate 5 MG Extended Release Tablet [Teczem],846148,CCB_ACE_combo,CCB_ACE
Enalapril Maleate 5 MG / Felodipine 2.5 MG Extended Release Tablet,858618,CCB_ACE_combo,CCB_ACE
Enalapril Maleate 5 MG / Felodipine 5 MG Extended Release Tablet,858621,CCB_ACE_combo,CCB_ACE
Enalapril Maleate 5 MG / Felodipine 2.5 MG Extended Release Tablet [Lexxel 5/2.5],858884,CCB_ACE_combo,CCB_ACE
Enalapril Maleate 5 MG / Felodipine 5 MG Extended Release Tablet [Lexxel 5/5],858892,CCB_ACE_combo,CCB_ACE
trandolapril 1 MG / Verapamil hydrochloride 240 MG Extended Release Tablet,897778,CCB_ACE_combo,CCB_ACE
trandolapril 1 MG / Verapamil hydrochloride 240 MG Extended Release Tablet [Tarka 1/240],897780,CCB_ACE_combo,CCB_ACE
24 HR trandolapril 1 MG / Verapamil hydrochloride 240 MG Extended Release Tablet,897781,CCB_ACE_combo,CCB_ACE
24 HR trandolapril 1 MG / Verapamil hydrochloride 240 MG Extended Release Tablet [Tarka 1/240],897782,CCB_ACE_combo,CCB_ACE
24 HR trandolapril 2 MG / Verapamil hydrochloride 180 MG Extended Release Tablet,897783,CCB_ACE_combo,CCB_ACE
24 HR trandolapril 2 MG / Verapamil hydrochloride 180 MG Extended Release Tablet [Tarka 2/180],897785,CCB_ACE_combo,CCB_ACE
trandolapril 2 MG / Verapamil hydrochloride 180 MG Extended Release Tablet,897786,CCB_ACE_combo,CCB_ACE
trandolapril 2 MG / Verapamil hydrochloride 180 MG Extended Release Tablet [Tarka 2/180],897787,CCB_ACE_combo,CCB_ACE
24 HR trandolapril 2 MG / Verapamil hydrochloride 240 MG Extended Release Tablet,897844,CCB_ACE_combo,CCB_ACE
24 HR trandolapril 2 MG / Verapamil hydrochloride 240 MG Extended Release Tablet [Tarka 2/240],897846,CCB_ACE_combo,CCB_ACE
trandolapril 2 MG / Verapamil hydrochloride 240 MG Extended Release Tablet,897847,CCB_ACE_combo,CCB_ACE
trandolapril 2 MG / Verapamil hydrochloride 240 MG Extended Release Tablet [Tarka 2/240],897848,CCB_ACE_combo,CCB_ACE
24 HR trandolapril 4 MG / Verapamil hydrochloride 240 MG Extended Release Tablet,897853,CCB_ACE_combo,CCB_ACE
24 HR trandolapril 4 MG / Verapamil hydrochloride 240 MG Extended Release Tablet [Tarka 4/240],897855,CCB_ACE_combo,CCB_ACE
trandolapril 4 MG / Verapamil hydrochloride 240 MG Extended Release Tablet,897856,CCB_ACE_combo,CCB_ACE
trandolapril 4 MG / Verapamil hydrochloride 240 MG Extended Release Tablet [Tarka 4/240],897857,CCB_ACE_combo,CCB_ACE
Amlodipine 10 MG / Benazepril hydrochloride 20 MG Oral Capsule,898342,CCB_ACE_combo,CCB_ACE
Amlodipine 10 MG / Benazepril hydrochloride 20 MG Oral Capsule [Lotrel 10/20],898344,CCB_ACE_combo,CCB_ACE
Amlodipine 10 MG / Benazepril hydrochloride 40 MG Oral Capsule,898346,CCB_ACE_combo,CCB_ACE
Amlodipine 10 MG / Benazepril hydrochloride 40 MG Oral Capsule [Lotrel 10/40],898348,CCB_ACE_combo,CCB_ACE
Amlodipine 2.5 MG / Benazepril hydrochloride 10 MG Oral Capsule,898350,CCB_ACE_combo,CCB_ACE
Amlodipine 2.5 MG / Benazepril hydrochloride 10 MG Oral Capsule [Lotrel 2.5/10],898352,CCB_ACE_combo,CCB_ACE
Amlodipine 5 MG / Benazepril hydrochloride 10 MG Oral Capsule,898353,CCB_ACE_combo,CCB_ACE
Amlodipine 5 MG / Benazepril hydrochloride 10 MG Oral Capsule [Lotrel 5/10],898355,CCB_ACE_combo,CCB_ACE
Amlodipine 5 MG / Benazepril hydrochloride 20 MG Oral Capsule,898356,CCB_ACE_combo,CCB_ACE
Amlodipine 5 MG / Benazepril hydrochloride 20 MG Oral Capsule [Lotrel 5/20],898358,CCB_ACE_combo,CCB_ACE
Amlodipine 5 MG / Benazepril hydrochloride 40 MG Oral Capsule,898359,CCB_ACE_combo,CCB_ACE
Amlodipine 5 MG / Benazepril hydrochloride 40 MG Oral Capsule [Lotrel 5/40],898361,CCB_ACE_combo,CCB_ACE
trandolapril 2 MG / Verapamil hydrochloride 180 MG Extended Release Capsule,901451,CCB_ACE_combo,CCB_ACE
Amlodipine 2.5 MG / Perindopril arginine 3.5 MG Oral Tablet,1600724,CCB_ACE_combo,CCB_ACE
Amlodipine 5 MG / Perindopril arginine 7 MG Oral Tablet,1600728,CCB_ACE_combo,CCB_ACE
Amlodipine / valsartan Oral Tablet,722125,CCB_ARB_combo,CCB_ARB
Amlodipine 10 MG / valsartan 160 MG Oral Tablet,722126,CCB_ARB_combo,CCB_ARB
Amlodipine 10 MG / valsartan 320 MG Oral Tablet,722131,CCB_ARB_combo,CCB_ARB
Amlodipine 5 MG / valsartan 160 MG Oral Tablet,722134,CCB_ARB_combo,CCB_ARB
Amlodipine 5 MG / valsartan 320 MG Oral Tablet,722137,CCB_ARB_combo,CCB_ARB
Amlodipine 10 MG / valsartan 160 MG Oral Tablet [Exforge 10/160],724879,CCB_ARB_combo,CCB_ARB
Amlodipine 10 MG / valsartan 320 MG Oral Tablet [Exforge 10/320],724887,CCB_ARB_combo,CCB_ARB
Amlodipine 5 MG / valsartan 160 MG Oral Tablet [Exforge 5/160],724891,CCB_ARB_combo,CCB_ARB
Amlodipine 5 MG / valsartan 320 MG Oral Tablet [Exforge 5/320],724895,CCB_ARB_combo,CCB_ARB
Amlodipine / olmesartan Oral Tablet,730860,CCB_ARB_combo,CCB_ARB
Amlodipine 10 MG / Olmesartan medoxomil 20 MG Oral Tablet,730861,CCB_ARB_combo,CCB_ARB
Amlodipine 10 MG / Olmesartan medoxomil 40 MG Oral Tablet,730866,CCB_ARB_combo,CCB_ARB
Amlodipine 5 MG / Olmesartan medoxomil 20 MG Oral Tablet,730869,CCB_ARB_combo,CCB_ARB
Amlodipine 5 MG / Olmesartan medoxomil 40 MG Oral Tablet,730872,CCB_ARB_combo,CCB_ARB
Amlodipine 10 MG / Olmesartan medoxomil 20 MG Oral Tablet [Azor 10/20],744624,CCB_ARB_combo,CCB_ARB
Amlodipine 10 MG / Olmesartan medoxomil 40 MG Oral Tablet [Azor 10/40],744628,CCB_ARB_combo,CCB_ARB
Amlodipine 5 MG / Olmesartan medoxomil 20 MG Oral Tablet [Azor 5/20],744632,CCB_ARB_combo,CCB_ARB
Amlodipine 5 MG / Olmesartan medoxomil 40 MG Oral Tablet [Azor 5/40],744636,CCB_ARB_combo,CCB_ARB
Amlodipine / telmisartan Oral Tablet,876513,CCB_ARB_combo,CCB_ARB
Amlodipine 10 MG / telmisartan 40 MG Oral Tablet,876514,CCB_ARB_combo,CCB_ARB
Amlodipine 10 MG / telmisartan 40 MG Oral Tablet [Twynsta 40/10],876518,CCB_ARB_combo,CCB_ARB
Amlodipine 10 MG / telmisartan 80 MG Oral Tablet,876519,CCB_ARB_combo,CCB_ARB
Amlodipine 10 MG / telmisartan 80 MG Oral Tablet [Twynsta 80/10],876523,CCB_ARB_combo,CCB_ARB
Amlodipine 5 MG / telmisartan 40 MG Oral Tablet,876524,CCB_ARB_combo,CCB_ARB
Amlodipine 5 MG / telmisartan 40 MG Oral Tablet [Twynsta 40/5],876528,CCB_ARB_combo,CCB_ARB
Amlodipine 5 MG / telmisartan 80 MG Oral Tablet,876529,CCB_ARB_combo,CCB_ARB
Amlodipine 5 MG / telmisartan 80 MG Oral Tablet [Twynsta 80/5],876533,CCB_ARB_combo,CCB_ARB
Atenolol 50 MG / Nifedipine 20 MG Oral Capsule,251254,CCB_BB_combo,CCB_BB
Atenolol 25 MG / Nifedipine 10 MG Oral Tablet,252201,CCB_BB_combo,CCB_BB
Atenolol / Nifedipine Oral Capsule,370961,CCB_BB_combo,CCB_BB
Atenolol / Nifedipine Oral Tablet,376172,CCB_BB_combo,CCB_BB
Atenolol 50 MG / Nifedipine 20 MG Extended Release Capsule,393275,CCB_BB_combo,CCB_BB
Atenolol / Nifedipine Extended Release Capsule,393276,CCB_BB_combo,CCB_BB
Atenolol 25 MG / Nifedipine 10 MG Extended Release Oral Capsule,411852,CCB_BB_combo,CCB_BB
Metoprolol 50 MG / Nifedipine 15 MG Extended Release Oral Capsule,411867,CCB_BB_combo,CCB_BB
Felodipine 5 MG / Metoprolol 47.5 MG Extended Release Oral Tablet,431674,CCB_BB_combo,CCB_BB
Acebutolol 100 MG / Nifedipine 10 MG Oral Tablet,432616,CCB_BB_combo,CCB_BB
Felodipine / Metoprolol Extended Release Tablet,439560,CCB_BB_combo,CCB_BB
Acebutolol / Nifedipine Oral Tablet,446671,CCB_BB_combo,CCB_BB
Metoprolol / Nifedipine Extended Release Capsule,446677,CCB_BB_combo,CCB_BB
Mefruside 12.5 MG / Nifedipine 20 MG Oral Tablet,432767,CCB_loop_combo,CCB_loop
Mefruside / Nifedipine Oral Tablet,446675,CCB_loop_combo,CCB_loop
aliskiren / Amlodipine Oral Tablet,1009218,CCB_renin_combo,CCB_renin
aliskiren 150 MG / Amlodipine 5 MG Oral Tablet,1009220,CCB_renin_combo,CCB_renin
aliskiren 150 MG / Amlodipine 10 MG Oral Tablet,1009247,CCB_renin_combo,CCB_renin
aliskiren 150 MG / Amlodipine 10 MG Oral Tablet [Tekamlo 150/10],1009249,CCB_renin_combo,CCB_renin
aliskiren 150 MG / Amlodipine 5 MG Oral Tablet [Tekamlo 150/5],1009253,CCB_renin_combo,CCB_renin
aliskiren 300 MG / Amlodipine 10 MG Oral Tablet,1009315,CCB_renin_combo,CCB_renin
aliskiren 300 MG / Amlodipine 10 MG Oral Tablet [Tekamlo 300/10],1009319,CCB_renin_combo,CCB_renin
aliskiren 300 MG / Amlodipine 5 MG Oral Tablet,1009320,CCB_renin_combo,CCB_renin
aliskiren 300 MG / Amlodipine 5 MG Oral Tablet [Tekamlo 300/5],1009324,CCB_renin_combo,CCB_renin
aliskiren / Amlodipine / Hydrochlorothiazide Oral Tablet,1050796,CCB_thiazide_renin_triple,CCB_diuretic_renin
aliskiren 150 MG / Amlodipine 5 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,1050798,CCB_thiazide_renin_triple,CCB_diuretic_renin
aliskiren 150 MG / Amlodipine 5 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Amturnide],1050802,CCB_thiazide_renin_triple,CCB_diuretic_renin
aliskiren 300 MG / Amlodipine 10 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,1050803,CCB_thiazide_renin_triple,CCB_diuretic_renin
aliskiren 300 MG / Amlodipine 10 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Amturnide],1050805,CCB_thiazide_renin_triple,CCB_diuretic_renin
aliskiren 300 MG / Amlodipine 10 MG / Hydrochlorothiazide 25 MG Oral Tablet,1050806,CCB_thiazide_renin_triple,CCB_diuretic_renin
aliskiren 300 MG / Amlodipine 10 MG / Hydrochlorothiazide 25 MG Oral Tablet [Amturnide],1050808,CCB_thiazide_renin_triple,CCB_diuretic_renin
aliskiren 300 MG / Amlodipine 5 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,1050809,CCB_thiazide_renin_triple,CCB_diuretic_renin
aliskiren 300 MG / Amlodipine 5 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Amturnide],1050811,CCB_thiazide_renin_triple,CCB_diuretic_renin
aliskiren 300 MG / Amlodipine 5 MG / Hydrochlorothiazide 25 MG Oral Tablet,1050812,CCB_thiazide_renin_triple,CCB_diuretic_renin
aliskiren 300 MG / Amlodipine 5 MG / Hydrochlorothiazide 25 MG Oral Tablet [Amturnide],1050814,CCB_thiazide_renin_triple,CCB_diuretic_renin
"ergoloid mesylates, USP 2 MG / Nifedipine 20 MG Oral Tablet",432674,CCB_vaso_combo,CCB_vaso
"ergoloid mesylates, USP / Nifedipine Oral Tablet",439288,CCB_vaso_combo,CCB_vaso
Methyldopa 250 MG Oral Capsule,104357,centrally_acting,central
Clonidine Hydrochloride 0.025 MG Oral Tablet [Dixarit],141951,centrally_acting,central
moxonidine 0.2 MG Oral Tablet [Physiotens],152966,centrally_acting,central
moxonidine 0.4 MG Oral Tablet [Physiotens],152967,centrally_acting,central
Guanabenz 4 MG Oral Tablet,197743,centrally_acting,central
Guanabenz 8 MG Oral Tablet,197744,centrally_acting,central
Guanfacine 1 MG Oral Tablet,197745,centrally_acting,central
Guanfacine 2 MG Oral Tablet,197746,centrally_acting,central
Methyldopa 125 MG Oral Tablet,197955,centrally_acting,central
Methyldopa 250 MG Oral Tablet,197956,centrally_acting,central
Methyldopa 50 MG/ML Oral Suspension,197957,centrally_acting,central
Methyldopa 500 MG Oral Tablet,197958,centrally_acting,central
Clonidine Hydrochloride 0.25 MG Extended Release Capsule [Catapres Perlonget],201352,centrally_acting,central
Methyldopa 125 MG Oral Tablet [Aldomet],201354,centrally_acting,central
Methyldopa 250 MG Oral Tablet [Aldomet],201355,centrally_acting,central
Methyldopa 500 MG Oral Tablet [Aldomet],201358,centrally_acting,central
Methyldopa 50 MG/ML Oral Suspension [Aldomet],201361,centrally_acting,central
Guanabenz 4 MG Oral Tablet [Wytensin],206387,centrally_acting,central
Guanabenz 8 MG Oral Tablet [Wytensin],206389,centrally_acting,central
Guanfacine 1 MG Oral Tablet [Tenex],206412,centrally_acting,central
Guanfacine 2 MG Oral Tablet [Tenex],206413,centrally_acting,central
moxonidine 0.4 MG Oral Tablet,250546,centrally_acting,central
moxonidine 0.2 MG Oral Tablet,250547,centrally_acting,central
Guanabenz 16 MG Oral Tablet,310661,centrally_acting,central
Methyldopa 250 MG Extended Release Tablet,311645,centrally_acting,central
Clonidine Extended Release Capsule,371581,centrally_acting,central
Clonidine Oral Tablet,371583,centrally_acting,central
Guanabenz Oral Tablet,372364,centrally_acting,central
Guanfacine Oral Tablet,372368,centrally_acting,central
Methyldopa Oral Suspension,372854,centrally_acting,central
Methyldopa Oral Tablet,372855,centrally_acting,central
moxonidine Oral Tablet,372969,centrally_acting,central
Clonidine Oral Capsule,375716,centrally_acting,central
Methyldopa Extended Release Tablet,375876,centrally_acting,central
Methyldopa Oral Capsule,376259,centrally_acting,central
Clonidine Transdermal Patch,376862,centrally_acting,central
moxonidine 0.3 MG Oral Tablet,388078,centrally_acting,central
Methyldopa 350 MG Extended Release Oral Capsule,411773,centrally_acting,central
Methyldopa 250 MG Extended Release Oral Capsule,411774,centrally_acting,central
Methyldopa 175 MG Extended Release Oral Capsule,411775,centrally_acting,central
rilmenidine 1 MG Oral Tablet,432414,centrally_acting,central
Methyldopa Extended Release Capsule,446452,centrally_acting,central
rilmenidine Oral Tablet,451311,centrally_acting,central
Clonidine Hydrochloride 0.1 MG Oral Tablet,884173,centrally_acting,central
Clonidine Hydrochloride 0.1 MG Oral Tablet [Catapres],884175,centrally_acting,central
Clonidine Hydrochloride 0.2 MG Oral Tablet,884185,centrally_acting,central
Clonidine Hydrochloride 0.2 MG Oral Tablet [Catapres],884187,centrally_acting,central
Clonidine Hydrochloride 0.3 MG Oral Tablet,884189,centrally_acting,central
Clonidine Hydrochloride 0.3 MG Oral Tablet [Catapres],884191,centrally_acting,central
Clonidine Extended Release Suspension,885790,centrally_acting,central
Clonidine Extended Release Tablet,885794,centrally_acting,central
24 HR Clonidine Hydrochloride 0.1 MG/ML Extended Release Suspension,885878,centrally_acting,central
Clonidine Hydrochloride 0.1 MG/ML Extended Release Suspension,885879,centrally_acting,central
24 HR Clonidine Hydrochloride 0.2 MG Extended Release Oral Tablet,885880,centrally_acting,central
Clonidine Hydrochloride 0.2 MG Extended Release Oral Tablet,885881,centrally_acting,central
24 HR Clonidine Hydrochloride 0.3 MG Extended Release Oral Tablet,885882,centrally_acting,central
Clonidine Hydrochloride 0.3 MG Extended Release Oral Tablet,885883,centrally_acting,central
Clonidine Hydrochloride 0.3 MG Oral Capsule,892789,centrally_acting,central
Clonidine Hydrochloride 0.025 MG Oral Tablet,892791,centrally_acting,central
Clonidine Hydrochloride 0.25 MG Extended Release Oral Capsule,892795,centrally_acting,central
168 HR Clonidine 0.00417 MG/HR Transdermal Patch,998671,centrally_acting,central
168 HR Clonidine 0.00417 MG/HR Transdermal Patch [Catapres-TTS-1],998673,centrally_acting,central
168 HR Clonidine 0.00833 MG/HR Transdermal Patch,998675,centrally_acting,central
168 HR Clonidine 0.00833 MG/HR Transdermal Patch [Catapres-TTS-2],998677,centrally_acting,central
168 HR Clonidine 0.0125 MG/HR Transdermal Patch,998679,centrally_acting,central
168 HR Clonidine 0.0125 MG/HR Transdermal Patch [Catapres-TTS-3],998681,centrally_acting,central
12 HR Clonidine Hydrochloride 0.1 MG Extended Release Tablet,1013930,centrally_acting,central
12 HR Clonidine Hydrochloride 0.1 MG Extended Release Tablet [Kapvay],1013934,centrally_acting,central
Clonidine Hydrochloride 0.1 MG Extended Release Tablet,1013935,centrally_acting,central
Clonidine Hydrochloride 0.1 MG Extended Release Tablet [Kapvay],1013936,centrally_acting,central
12 HR Clonidine Hydrochloride 0.2 MG Extended Release Tablet,1013937,centrally_acting,central
12 HR Clonidine Hydrochloride 0.2 MG Extended Release Tablet [Kapvay],1013939,centrally_acting,central
Clonidine Hydrochloride 0.2 MG Extended Release Tablet [Kapvay],1013940,centrally_acting,central
24 HR Clonidine Hydrochloride 0.1 MG/ML Extended Release Suspension [Nexiclon],1050315,centrally_acting,central
Clonidine Hydrochloride 0.1 MG/ML Extended Release Suspension [Nexiclon],1050316,centrally_acting,central
24 HR Clonidine Hydrochloride 0.3 MG Extended Release Tablet [Nexiclon],1050334,centrally_acting,central
Clonidine Hydrochloride 0.3 MG Extended Release Tablet [Nexiclon],1050335,centrally_acting,central
24 HR Clonidine Hydrochloride 0.2 MG Extended Release Tablet [Nexiclon],1050338,centrally_acting,central
Clonidine Hydrochloride 0.2 MG Extended Release Tablet [Nexiclon],1050339,centrally_acting,central
24 HR Clonidine Hydrochloride 0.17 MG Extended Release Tablet,1087322,centrally_acting,central
Clonidine Hydrochloride 0.17 MG Extended Release Tablet,1087323,centrally_acting,central
Clonidine Hydrochloride 0.15 MG Oral Tablet,1233709,centrally_acting,central
Clonidine Hydrochloride 0.075 MG Oral Capsule,1233785,centrally_acting,central
Clonidine Hydrochloride 0.075 MG Oral Tablet,1233786,centrally_acting,central
Clonidine Hydrochloride 0.15 MG Extended Release Capsule,1233789,centrally_acting,central
Clonidine Hydrochloride 0.15 MG Oral Capsule,1233790,centrally_acting,central
Clonidine 0.00417 MG/HR Transdermal Patch,1360022,centrally_acting,central
Clonidine 0.0125 MG/HR Transdermal Patch,1360044,centrally_acting,central
Clonidine 0.00417 MG/HR Transdermal Patch [Catapres-TTS-1],1360045,centrally_acting,central
Clonidine 0.0125 MG/HR Transdermal Patch [Catapres-TTS-3],1360087,centrally_acting,central
Clonidine 0.00833 MG/HR Transdermal Patch,1360120,centrally_acting,central
Clonidine 0.00833 MG/HR Transdermal Patch [Catapres-TTS-2],1360303,centrally_acting,central
Clonidine Hydrochloride,2599,centrally_acting,central
Methyldopa,6876,centrally_acting,central
Clonidine Hydrochloride,142432,centrally_acting,central
Labetalol hydrochloride,202693,centrally_acting,central
24 HR Guanfacine 1 MG Extended Release Oral Tablet,862006,centrally_acting,central
24 HR Guanfacine 1 MG Extended Release Oral Tablet [Intuniv],862010,centrally_acting,central
24 HR Guanfacine 2 MG Extended Release Oral Tablet,862013,centrally_acting,central
24 HR Guanfacine 2 MG Extended Release Oral Tablet [Intuniv],862015,centrally_acting,central
24 HR Guanfacine 3 MG Extended Release Oral Tablet,862019,centrally_acting,central
24 HR Guanfacine 3 MG Extended Release Oral Tablet [Intuniv],862021,centrally_acting,central
24 HR Guanfacine 4 MG Extended Release Oral Tablet,862025,centrally_acting,central
24 HR Guanfacine 4 MG Extended Release Oral Tablet [Intuniv],862027,centrally_acting,central
Hydrochlorothiazide 50 MG / Triamterene 75 MG Oral Tablet [Maxzide],93252,combo_diuretic,diuretic
Hydrochlorothiazide 25 MG / Triamterene 37.5 MG Oral Tablet [Maxzide],93253,combo_diuretic,diuretic
Amiloride Hydrochloride 2.5 MG / Hydrochlorothiazide 25 MG Oral Tablet [Moduret 25],104243,combo_diuretic,diuretic
benzthiazide 25 MG / Triamterene 50 MG Oral Capsule,104245,combo_diuretic,diuretic
Chlorthalidone 25 MG / Triamterene 50 MG Oral Tablet,104246,combo_diuretic,diuretic
Chlorthalidone 50 MG / Triamterene 50 MG Oral Tablet,104248,combo_diuretic,diuretic
Amiloride Hydrochloride 5 MG / Hydrochlorothiazide 50 MG Oral Tablet [Zida-Co],108966,combo_diuretic,diuretic
Hydrochlorothiazide 25 MG / Triamterene 50 MG Oral Capsule,198314,combo_diuretic,diuretic
Hydrochlorothiazide 50 MG / Triamterene 50 MG Oral Tablet,198315,combo_diuretic,diuretic
Hydrochlorothiazide 25 MG / Triamterene 37.5 MG Oral Capsule,198316,combo_diuretic,diuretic
Hydrochlorothiazide 25 MG / Triamterene 37.5 MG Oral Capsule [Dyazide],208124,combo_diuretic,diuretic
Furosemide 40 MG / Triamterene 50 MG Oral Tablet,250708,combo_diuretic,loop
Amiloride 1 MG/ML / Hydrochlorothiazide 10 MG/ML Oral Solution,251268,combo_diuretic,diuretic
Hydrochlorothiazide 25 MG / Triamterene 37.5 MG Oral Tablet,310812,combo_diuretic,diuretic
Hydrochlorothiazide 50 MG / Triamterene 75 MG Oral Capsule,310817,combo_diuretic,diuretic
Hydrochlorothiazide 50 MG / Triamterene 75 MG Oral Tablet,310818,combo_diuretic,diuretic
Hydrochlorothiazide 25 MG / Triamterene 50 MG Oral Tablet,314029,combo_diuretic,diuretic
Amiloride / Hydrochlorothiazide Oral Tablet,370638,combo_diuretic,diuretic
Hydrochlorothiazide / Triamterene Oral Capsule,370640,combo_diuretic,diuretic
Amiloride / Hydrochlorothiazide Oral Solution,370848,combo_diuretic,diuretic
Amiloride / Cyclopenthiazide Oral Tablet,370851,combo_diuretic,diuretic
Hydrochlorothiazide / Triamterene Oral Tablet,374192,combo_diuretic,diuretic
benzthiazide / Triamterene Oral Capsule,374195,combo_diuretic,diuretic
Furosemide / Triamterene Oral Tablet,374196,combo_diuretic,loop
Chlorthalidone / Triamterene Oral Tablet,376315,combo_diuretic,diuretic
dehydrosanol 25 MG / Triamterene 50 MG Oral Capsule,409813,combo_diuretic,diuretic
Amiloride 2.5 MG / Metolazone 2.5 MG Oral Tablet,427390,combo_diuretic,diuretic
Metolazone 2.5 MG / Triamterene 50 MG Oral Tablet,427727,combo_diuretic,diuretic
Methyclothiazide 5 MG / Triamterene 150 MG Oral Tablet,428210,combo_diuretic,diuretic
cyclothiazide 3 MG / Triamterene 150 MG Oral Tablet,428292,combo_diuretic,diuretic
Hydrochlorothiazide 12.5 MG / Triamterene 25 MG Oral Tablet,428603,combo_diuretic,diuretic
dehydrosanol 5 MG / Triamterene 10 MG Oral Tablet,429932,combo_diuretic,diuretic
dehydrosanol 25 MG / Triamterene 50 MG Oral Tablet,429933,combo_diuretic,diuretic
dehydrosanol 10 MG / Triamterene 20 MG Oral Tablet,429934,combo_diuretic,diuretic
Furosemide 50 MG / Triamterene 20 MG Oral Tablet,430625,combo_diuretic,loop
Amiloride 5 MG / Bendroflumethiazide 2.5 MG Oral Tablet,432599,combo_diuretic,diuretic
Triamterene 15 MG / Xipamide 5 MG Oral Tablet,432676,combo_diuretic,diuretic
Triamterene 30 MG / Xipamide 10 MG Oral Tablet,432677,combo_diuretic,diuretic
Amiloride 2 MG / Trichlormethiazide 2 MG Oral Tablet,432742,combo_diuretic,diuretic
Amiloride / Bendroflumethiazide Oral Tablet,437575,combo_diuretic,diuretic
Amiloride / Metolazone Oral Tablet,437576,combo_diuretic,diuretic
Amiloride / Trichlormethiazide Oral Tablet,437578,combo_diuretic,diuretic
dehydrosanol / Triamterene Oral Tablet,452285,combo_diuretic,diuretic
dehydrosanol / Triamterene Oral Capsule,452289,combo_diuretic,diuretic
cyclothiazide / Triamterene Oral Tablet,452292,combo_diuretic,diuretic
Methyclothiazide / Triamterene Oral Tablet,452299,combo_diuretic,diuretic
Metolazone / Triamterene Oral Tablet,452300,combo_diuretic,diuretic
Triamterene / Xipamide Oral Tablet,452302,combo_diuretic,diuretic
Hydrochlorothiazide 25 MG / Triamterene 50 MG Oral Capsule [Dyazide],539539,combo_diuretic,diuretic
Amiloride Hydrochloride 5 MG / Hydrochlorothiazide 50 MG Oral Tablet,977883,combo_diuretic,diuretic
Amiloride Hydrochloride 5 MG / Hydrochlorothiazide 50 MG Oral Tablet [Moduretic 5-50],977885,combo_diuretic,diuretic
Amiloride Hydrochloride 2.5 MG / Cyclopenthiazide 0.25 MG Oral Tablet,977907,combo_diuretic,diuretic
Amiloride Hydrochloride 2.5 MG / Hydrochlorothiazide 25 MG Oral Tablet,977950,combo_diuretic,diuretic
Amiloride Hydrochloride 2.5 MG / Furosemide 20 MG Oral Tablet [Aridil],103932,combo_loop_ksparing,loop
Amiloride Hydrochloride 5 MG / Furosemide 40 MG Oral Tablet [Aridil],103933,combo_loop_ksparing,loop
Amiloride Hydrochloride 10 MG / Furosemide 80 MG Oral Tablet [Aridil],103934,combo_loop_ksparing,loop
Amiloride Hydrochloride 5 MG / Furosemide 40 MG Oral Tablet [Frusemek],153000,combo_loop_ksparing,loop
Amiloride 4 MG / Furosemide 40 MG Oral Tablet,246528,combo_loop_ksparing,loop
Amiloride 10 MG / Furosemide 40 MG Oral Tablet,249062,combo_loop_ksparing,loop
Amiloride 20 MG / Furosemide 40 MG Oral Tablet,251054,combo_loop_ksparing,loop
Amiloride / Furosemide Oral Tablet,370847,combo_loop_ksparing,loop
Amiloride / Bumetanide Oral Tablet,370850,combo_loop_ksparing,loop
Amiloride Hydrochloride 10 MG / Furosemide 80 MG Oral Tablet,977890,combo_loop_ksparing,loop
Amiloride Hydrochloride 2.5 MG / Furosemide 20 MG Oral Tablet,977945,combo_loop_ksparing,loop
Amiloride Hydrochloride 5 MG / Bumetanide 1 MG Oral Tablet,977951,combo_loop_ksparing,loop
